NS;Matricule Operateur;Heur Passage;Temps Test;Presence Connecteur;Presence Blandage;Presence C2;Presence C24;INPUT CURRENT (NO TRIGER);INPUT TENSION (NO TRIGER);Apple Mode 3A VBUS  (0A/CC1);Apple Mode 3A D+  (0A/CC1);Apple Mode 3A D-  (0A/CC1);TYPE C VBUS (0A/CC1);TYPE C CC1 (0A/CC1);TYPE C VBUS (3A/CC1);PDO2 VBUS (0A/CC1);PDO2 VBUS (3A/CC1);PDO3 VBUS (0A/CC1);PDO3 VBUS (3A/CC1);PDO4 VBUS (0A/CC1);PDO4 VBUS (3A/CC1);PPS 8.5V VBUS (0A/CC1);PPS 8.5V VBUS (3A/CC1);PPS 20V VBUS (3A/CC1);Apple Mode 3A VBUS  (0A/CC2);Apple Mode 3A D+  (0A/CC2);Apple Mode 3A D-  (0A/CC2);TYPE C VBUS (0A/CC2);TYPE C CC2 (0A/CC2);TYPE C VBUS (3A/CC2);PDO2 VBUS (0A/CC2);PDO2 VBUS (3A/CC2);PDO3 VBUS (0A/CC2);PDO3 VBUS (3A/CC2);PDO4 VBUS (0A/CC2);PDO4 VBUS (3A/CC2);PPS 8.5V VBUS (0A/CC2);PPS 8.5V VBUS (3A/CC2);PPS 20V VBUS (3A/CC2);INPUT CURRENT (FULL LOAD);INPUT TENSION (FULL LOAD);Status Carte;
3073400591-00-W20-L2- 26 06G025-0002336;669;08:05:27;33,2;OK;OK;OK;OK;0,000;24,052;5,124;2,644;3,273;4,994;1,699;4,984;8,984;9,029;14,971;15,017;19,949;19,994;8,490;8,684;19,870;5,130;2,649;3,279;4,994;1,699;5,079;8,984;9,013;14,982;15,000;19,949;19,978;8,484;8,690;19,994;2,647;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002339;669;08:05:07;33,2;OK;OK;OK;OK;0,000;24,047;5,124;2,671;3,257;4,994;1,710;4,984;8,995;9,029;14,998;15,033;19,981;20,022;8,495;8,695;19,902;5,135;2,676;3,251;4,994;1,715;5,079;8,995;9,019;14,998;15,017;19,976;20,005;8,495;8,690;20,027;2,652;23,981;OK
3073400591-00-W20-L2- 26 06G025-0002470;669;08:05:49;33,3;OK;OK;OK;OK;0,000;24,058;5,097;2,676;3,279;4,967;1,710;4,952;8,951;8,991;14,944;14,979;19,916;19,956;8,457;8,663;19,832;5,103;2,660;3,273;4,967;1,715;5,046;8,951;8,981;14,944;14,962;19,916;19,940;8,457;8,652;19,962;2,619;23,931;OK
3073400591-00-W20-L2- 26 06G025-0002324;669;08:05:29;33,1;OK;OK;OK;OK;0,000;24,058;5,113;2,671;3,257;4,983;1,639;4,973;8,984;9,013;14,987;15,022;19,981;20,016;8,484;8,679;19,897;5,119;2,649;3,284;4,983;1,634;5,073;8,984;9,008;14,987;15,011;19,976;20,011;8,479;8,684;20,032;2,630;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002337;669;08:05:10;33,1;OK;OK;OK;OK;0,000;24,058;5,151;2,687;3,284;5,016;1,672;5,006;9,011;9,051;15,014;15,044;19,992;20,038;8,511;8,711;19,913;5,151;2,665;3,284;5,010;1,672;5,095;9,016;9,040;15,009;15,033;19,992;20,022;8,511;8,717;20,043;2,639;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002458;669;08:05:52;33,3;OK;OK;OK;OK;0,000;24,047;5,119;2,644;3,279;4,983;1,677;4,979;8,978;9,024;14,971;15,011;19,965;20,005;8,479;8,679;19,886;5,124;2,671;3,268;4,989;1,666;5,079;8,978;9,013;14,971;15,006;19,960;20,000;8,473;8,673;20,011;2,633;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002333;669;08:05:32;33,3;OK;OK;OK;OK;0,000;24,047;5,124;2,676;3,268;4,994;1,661;4,990;9,000;9,040;15,014;15,049;20,014;20,054;8,501;8,701;19,935;5,135;2,676;3,279;4,994;1,661;5,084;9,000;9,029;15,009;15,044;20,008;20,049;8,501;8,695;20,060;2,642;23,929;OK
3073400591-00-W20-L2- 26 06G025-0002323;669;08:05:12;33,2;OK;OK;OK;OK;0,000;24,047;5,141;2,644;3,262;5,010;1,634;5,001;9,000;9,035;14,987;15,022;19,970;20,016;8,506;8,706;19,891;5,146;2,644;3,257;5,010;1,628;5,095;8,995;9,024;14,987;15,011;19,976;20,005;8,506;8,706;20,022;2,627;23,929;OK
3073400591-00-W20-L2- 26 06G025-0002468;669;08:05:53;33,1;OK;OK;OK;OK;0,000;24,052;5,141;2,654;3,273;5,005;1,666;4,995;9,011;9,046;15,014;15,055;20,003;20,043;8,511;8,706;19,924;5,146;2,649;3,257;5,010;1,666;5,090;9,011;9,035;15,020;15,038;20,008;20,032;8,506;8,711;20,054;2,644;23,930;OK
3073400591-00-W20-L2- 26 06G025-0002321;669;08:05:32;33,1;OK;OK;OK;OK;0,000;24,047;5,119;2,665;3,262;4,983;1,661;4,968;8,978;9,008;14,971;15,006;19,949;19,989;8,479;8,673;19,864;5,124;2,649;3,268;4,983;1,661;5,068;8,978;9,002;14,966;14,990;19,943;19,973;8,479;8,679;19,989;2,616;23,929;OK
3073400591-00-W20-L2- 26 06G025-0002438;669;08:05:14;33,1;OK;OK;OK;OK;0,002;24,052;5,135;2,687;3,273;4,999;1,650;4,990;8,995;9,029;14,987;15,028;19,970;20,011;8,495;8,690;19,891;5,135;2,692;3,289;4,994;1,650;5,090;8,989;9,024;14,987;15,011;19,970;20,005;8,490;8,690;20,016;2,638;23,929;OK
3073400591-00-W20-L2- 26 06G025-0001702;669;08:05:54;33,7;OK;OK;OK;OK;0,000;24,058;5,086;2,665;3,268;4,961;1,721;4,957;8,967;9,008;14,955;14,995;19,938;19,989;8,468;8,668;19,853;5,092;2,682;3,284;4,956;1,721;5,041;8,967;8,991;14,955;14,979;19,938;19,973;8,468;8,668;19,989;2,624;23,929;OK
3073400591-00-W20-L2- 26 06G025-0002467;669;08:05:37;33,3;OK;OK;OK;OK;0,000;24,058;5,092;2,682;3,262;4,956;1,688;4,946;8,946;8,981;14,933;14,968;19,905;19,956;8,446;8,641;19,826;5,092;2,671;3,273;4,956;1,694;5,041;8,940;8,964;14,933;14,952;19,911;19,935;8,446;8,641;19,951;2,605;23,931;OK
